farmer_id,application_year,district,land_area_acres,crop_type,pm_kisan_status,historical_repayment_score,irrigation_type,land_ownership,soil_type,sales_channel,annual_income_inr,liability_ratio_pct,rainfall_deviation_pct,ndvi_score,defaulted_in_next_12_months,target_entitlement_score
F03834,2024,Ganjam,2.3,Sugarcane,Yes,96.13,Irrigated,Owned,Black,APMC,291338.97,1.38,8.3,0.692,0,833.92
F03835,2024,Ganjam,5.84,Soybean,No,45.93,Irrigated,Owned,Clay Loam,Local Trader,269724.89,13.72,-6.96,0.645,0,704.16
F03836,2024,Puri,8.03,Soybean,Yes,74.93,Rainfed,Owned,Sandy Loam,Contract Buyer,483477.66,2.52,15.87,0.702,0,872.79
F03837,2022,Puri,3.14,Wheat,No,65.24,Irrigated,Owned,Clay Loam,Local Trader,449675.46,39.77,-3.97,0.557,0,722.82
F03838,2024,Mayurbhanj,7.07,Wheat,No,69.14,Irrigated,Owned,Alluvial,FPO,322784.26,8.86,10.59,0.752,0,784.78
F03839,2024,Mayurbhanj,13.63,Millets,Yes,62.16,Rainfed,Tenant,Black,APMC,501088.94,37.73,-20.03,0.651,0,909.5
F03840,2023,Bhadrak,5.91,Wheat,Yes,49.11,Rainfed,Owned,Sandy Loam,Contract Buyer,180434.63,38.7,24.0,0.658,0,814.19
F03841,2023,Bhadrak,12.06,Sugarcane,Yes,71.38,Irrigated,Tenant,Clay Loam,FPO,590431.73,19.81,-15.35,0.779,0,866.87
F03842,2023,Cuttack,11.6,Cotton,Yes,51.65,Rainfed,Owned,Clay Loam,Local Trader,452678.28,18.26,13.36,0.472,0,825.19
F03843,2024,Puri,10.16,Sugarcane,Yes,59.94,Irrigated,Owned,Sandy Loam,FPO,306504.48,4.84,-3.21,0.466,0,823.49
F03844,2023,Cuttack,15.27,Cotton,Yes,61.09,Irrigated,Owned,Laterite,APMC,393678.13,38.43,17.6,0.474,1,426.53
F03845,2022,Mayurbhanj,1.68,Cotton,No,57.89,Irrigated,Owned,Clay Loam,Contract Buyer,482504.58,15.38,28.11,0.497,1,223.97
F03846,2023,Mayurbhanj,9.23,Cotton,No,89.05,Rainfed,Tenant,Sandy Loam,APMC,419365.72,26.61,6.54,0.315,0,800.47
F03847,2022,Cuttack,14.9,Cotton,Yes,80.86,Rainfed,Owned,Sandy Loam,Local Trader,350968.34,17.42,-1.55,0.73,0,888.53
F03848,2024,Cuttack,13.01,Millets,Yes,78.36,Irrigated,Owned,Clay Loam,Contract Buyer,464110.18,6.65,28.76,0.405,0,945.08
F03849,2024,Bhadrak,13.56,Rice,Yes,78.85,Rainfed,Owned,Sandy Loam,APMC,343964.03,24.87,-13.46,0.402,0,934.46
F03850,2022,Mayurbhanj,2.73,Maize,No,57.59,Irrigated,Owned,Red,Local Trader,253922.71,15.31,-3.65,0.319,0,691.55
F03851,2023,Ganjam,7.1,Soybean,Yes,53.08,Rainfed,Owned,Alluvial,Local Trader,365057.94,8.95,4.36,0.403,0,817.43
F03852,2023,Mayurbhanj,1.84,Soybean,Yes,69.59,Irrigated,Owned,Red,APMC,103393.19,0.31,-15.67,0.705,0,794.91
F03853,2023,Balasore,14.47,Rice,No,61.76,Irrigated,Owned,Clay Loam,Local Trader,183981.74,13.2,24.13,0.524,0,792.13
F03854,2023,Mayurbhanj,2.82,Soybean,Yes,56.9,Irrigated,Tenant,Sandy Loam,FPO,457286.28,30.06,-0.08,0.581,0,776.53
F03855,2022,Ganjam,15.46,Soybean,Yes,79.64,Rainfed,Owned,Clay Loam,FPO,156181.71,23.63,9.09,0.621,0,910.48
F03856,2024,Puri,14.03,Soybean,No,61.28,Irrigated,Owned,Laterite,FPO,325133.16,2.36,-0.85,0.445,0,797.66
F03857,2022,Puri,11.26,Wheat,Yes,74.08,Irrigated,Owned,Clay Loam,FPO,398129.59,4.8,-2.19,0.477,0,907.57
F03858,2023,Bhadrak,7.95,Sugarcane,Yes,76.36,Irrigated,Owned,Black,FPO,575433.87,35.13,-1.65,0.536,0,834.4
F03859,2022,Ganjam,7.29,Wheat,Yes,71.73,Irrigated,Owned,Sandy Loam,Local Trader,153921.35,37.52,9.71,0.553,0,872.45
F03860,2024,Cuttack,6.14,Soybean,Yes,28.07,Rainfed,Tenant,Laterite,APMC,153182.88,0.87,-5.8,0.513,0,756.82
F03861,2022,Puri,15.38,Millets,Yes,64.77,Irrigated,Owned,Black,FPO,450437.34,9.52,7.17,0.548,0,894.99
F03862,2023,Balasore,12.85,Soybean,Yes,100,Rainfed,Owned,Sandy Loam,Local Trader,198637.38,10.42,-10.7,0.327,0,957.86
F03863,2024,Cuttack,0.53,Sugarcane,No,57.9,Irrigated,Owned,Laterite,Contract Buyer,93473.99,17.6,-19.28,0.666,0,641.51
F03864,2024,Ganjam,12.51,Soybean,Yes,71.49,Rainfed,Tenant,Red,FPO,319574.86,11.38,0.65,0.66,0,906.58
F03865,2023,Puri,15.98,Maize,Yes,75.82,Rainfed,Owned,Black,FPO,520196.19,18.18,-19.33,0.553,0,906.71
F03866,2024,Puri,17.47,Cotton,Yes,53.07,Irrigated,Owned,Alluvial,Local Trader,586280.76,14.25,-15.83,0.684,0,838.14
F03867,2022,Puri,0.64,Millets,No,71.26,Irrigated,Owned,Black,Contract Buyer,464172.46,11.2,7.41,0.504,0,726.68
F03868,2023,Mayurbhanj,9.5,Maize,Yes,92.1,Irrigated,Owned,Sandy Loam,APMC,570647.62,30.89,-24.58,0.541,0,929.51
F03869,2023,Cuttack,3.11,Maize,Yes,59.55,Rainfed,Tenant,Red,Contract Buyer,599916.37,21.39,-19.28,0.404,0,781.28
F03870,2024,Mayurbhanj,16.0,Sugarcane,Yes,74.59,Rainfed,Owned,Alluvial,FPO,192177.81,34.23,-20.81,0.462,0,872.94
F03871,2024,Balasore,16.52,Sugarcane,No,47.25,Rainfed,Owned,Clay Loam,FPO,104151.98,12.14,-4.41,0.582,1,290.52
F03872,2024,Bhadrak,13.39,Millets,Yes,66.9,Irrigated,Owned,Laterite,APMC,114299.04,38.79,-0.3,0.657,0,920.9
F03873,2024,Mayurbhanj,7.48,Soybean,Yes,89.93,Irrigated,Owned,Sandy Loam,Contract Buyer,365029.44,33.11,-2.15,0.659,0,894.55
F03874,2022,Balasore,15.48,Soybean,No,59.5,Rainfed,Tenant,Black,Contract Buyer,103086.93,25.19,-6.8,0.531,0,770.39
F03875,2022,Puri,1.71,Soybean,Yes,57.88,Irrigated,Owned,Alluvial,Local Trader,372285.64,15.43,-16.54,0.569,0,757.71
F03876,2022,Bhadrak,17.85,Wheat,No,33.36,Irrigated,Owned,Sandy Loam,APMC,111703.25,0.28,14.59,0.312,0,727.4
F03877,2022,Cuttack,16.02,Sugarcane,Yes,77.86,Irrigated,Owned,Clay Loam,Local Trader,175477.97,1.62,-8.16,0.469,0,862.42
F03878,2024,Ganjam,4.3,Wheat,Yes,50.84,Irrigated,Owned,Laterite,Local Trader,513095.18,11.1,55.07,0.579,0,815.96
F03879,2023,Puri,1.38,Maize,Yes,77.32,Irrigated,Owned,Red,APMC,628999.59,3.66,16.23,0.597,0,820.41
F03880,2024,Balasore,16.73,Wheat,No,61.36,Irrigated,Owned,Alluvial,FPO,426425.0,3.75,4.42,0.579,0,815.34
F03881,2024,Bhadrak,5.87,Wheat,No,62.22,Irrigated,Owned,Sandy Loam,Local Trader,89981.27,32.43,19.18,0.427,0,761.67
F03882,2024,Bhadrak,9.41,Soybean,Yes,19.23,Irrigated,Tenant,Sandy Loam,Local Trader,599622.03,11.07,-12.86,0.608,0,773.36
F03883,2023,Puri,10.37,Cotton,Yes,78.4,Rainfed,Owned,Laterite,Local Trader,466767.29,34.24,0.97,0.88,1,441.58
F03884,2023,Cuttack,1.67,Cotton,Yes,37.18,Irrigated,Tenant,Laterite,FPO,356767.06,9.32,-8.68,0.595,0,699.92
F03885,2023,Cuttack,6.37,Millets,No,95.51,Irrigated,Owned,Clay Loam,Local Trader,189023.16,15.49,15.59,0.845,0,837.6
F03886,2024,Mayurbhanj,3.04,Soybean,Yes,39.6,Rainfed,Tenant,Clay Loam,Contract Buyer,498562.92,6.17,-10.71,0.675,0,752.3
F03887,2024,Mayurbhanj,2.49,Sugarcane,No,34.22,Rainfed,Tenant,Sandy Loam,Local Trader,143479.72,31.75,4.4,0.495,1,171.74
F03888,2022,Bhadrak,11.63,Wheat,Yes,38.03,Rainfed,Owned,Sandy Loam,APMC,539824.3,12.38,-9.45,0.58,0,832.21
F03889,2024,Bhadrak,9.49,Sugarcane,Yes,77.54,Rainfed,Owned,Clay Loam,Local Trader,456031.13,11.11,-32.76,0.661,0,857.27
F03890,2022,Cuttack,8.06,Sugarcane,Yes,42.61,Irrigated,Owned,Clay Loam,APMC,589965.05,25.22,9.07,0.743,0,744.04
F03891,2022,Balasore,3.27,Sugarcane,Yes,78.04,Rainfed,Owned,Red,Contract Buyer,429610.92,30.59,20.46,0.493,0,784.2
F03892,2024,Bhadrak,14.15,Sugarcane,No,97.15,Irrigated,Owned,Alluvial,Contract Buyer,379367.72,36.7,-9.19,0.422,0,837.1
F03893,2022,Balasore,7.03,Maize,No,55.94,Rainfed,Tenant,Sandy Loam,APMC,233415.47,0.46,-17.69,0.174,0,721.9
F03894,2024,Ganjam,3.05,Millets,Yes,78.47,Irrigated,Owned,Sandy Loam,FPO,464187.0,10.3,1.27,0.665,0,864.36
F03895,2023,Bhadrak,6.65,Millets,Yes,63.0,Rainfed,Owned,Clay Loam,APMC,341940.52,40.58,-3.24,0.511,0,858.19
F03896,2024,Puri,9.67,Cotton,Yes,55.93,Irrigated,Tenant,Laterite,APMC,392625.0,25.94,-8.46,0.288,1,396.44
F03897,2024,Puri,1.11,Millets,Yes,84.52,Rainfed,Owned,Black,Local Trader,298535.39,40.17,22.21,0.523,0,859.85
F03898,2024,Puri,16.92,Cotton,No,68.57,Irrigated,Owned,Alluvial,FPO,119492.48,10.72,-8.99,0.29,0,783.23
F03899,2022,Cuttack,13.9,Maize,Yes,68.75,Irrigated,Owned,Laterite,Local Trader,305258.4,8.7,7.54,0.665,0,893.78
F03900,2022,Puri,5.82,Cotton,Yes,61.79,Irrigated,Owned,Alluvial,Contract Buyer,502319.67,20.59,29.0,0.644,0,794.03
F03901,2023,Mayurbhanj,14.62,Wheat,No,56.28,Irrigated,Owned,Black,Local Trader,246069.98,17.92,17.89,0.62,0,792.51
F03902,2024,Ganjam,6.37,Wheat,Yes,98.03,Rainfed,Tenant,Laterite,Local Trader,396476.02,38.42,43.33,0.508,0,931.33
F03903,2023,Ganjam,8.82,Maize,Yes,51.16,Irrigated,Owned,Alluvial,APMC,418015.97,8.48,16.16,0.481,1,397.64
F03904,2022,Ganjam,8.18,Sugarcane,No,81.58,Irrigated,Tenant,Black,FPO,137614.83,11.91,7.92,0.539,0,734.96
F03905,2022,Bhadrak,2.32,Rice,Yes,63.01,Irrigated,Owned,Sandy Loam,APMC,396349.86,39.1,-15.51,0.479,0,804.55
F03906,2023,Puri,15.05,Soybean,Yes,55.15,Rainfed,Owned,Black,FPO,563382.87,0.61,-3.59,0.681,1,437.94
F03907,2023,Cuttack,10.61,Rice,Yes,41.58,Rainfed,Owned,Alluvial,APMC,371060.98,25.3,12.51,0.586,1,411.77
F03908,2022,Mayurbhanj,10.97,Rice,Yes,87.39,Rainfed,Owned,Clay Loam,Contract Buyer,176455.91,30.48,-6.26,0.502,1,502.02
F03909,2023,Puri,17.84,Wheat,Yes,75.91,Irrigated,Owned,Black,APMC,130690.85,29.64,-3.62,0.574,0,931.62
F03910,2024,Cuttack,14.37,Soybean,Yes,77.21,Rainfed,Owned,Black,Local Trader,288131.07,27.3,-20.8,0.594,0,914.42
F03911,2022,Balasore,14.23,Millets,Yes,23.4,Rainfed,Owned,Clay Loam,Local Trader,99438.07,33.41,-5.83,0.567,0,802.97
F03912,2022,Puri,1.27,Soybean,Yes,81.1,Irrigated,Owned,Red,Contract Buyer,207948.77,28.72,-4.87,0.706,0,815.34
F03913,2023,Ganjam,4.73,Sugarcane,Yes,80.99,Irrigated,Owned,Black,Local Trader,249116.14,35.63,-7.67,0.512,0,815.34
F03914,2023,Cuttack,2.71,Sugarcane,Yes,60.32,Irrigated,Tenant,Laterite,Local Trader,194641.4,29.31,-7.09,0.526,1,316.48
F03915,2022,Bhadrak,4.85,Wheat,No,48.29,Irrigated,Tenant,Red,Local Trader,282511.1,32.93,-20.37,0.535,0,701.67
F03916,2022,Cuttack,6.91,Wheat,Yes,75.99,Rainfed,Tenant,Sandy Loam,FPO,341961.73,26.75,-24.26,0.698,0,871.04
F03917,2023,Puri,17.81,Soybean,Yes,92.95,Irrigated,Owned,Sandy Loam,Local Trader,594359.46,2.33,2.57,0.578,0,946.0
F03918,2022,Bhadrak,15.33,Cotton,Yes,68.62,Rainfed,Tenant,Alluvial,Contract Buyer,569684.7,35.81,-19.49,0.416,0,868.21
F03919,2024,Mayurbhanj,13.97,Sugarcane,Yes,60.54,Rainfed,Owned,Black,Local Trader,444691.5,35.35,-2.72,0.284,1,413.32
F03920,2024,Mayurbhanj,6.04,Cotton,Yes,37.98,Rainfed,Tenant,Laterite,APMC,433209.87,40.76,8.08,0.519,1,322.46
F03921,2024,Balasore,1.25,Cotton,Yes,48.79,Irrigated,Tenant,Clay Loam,Contract Buyer,420155.65,14.0,12.84,0.57,1,296.54
F03922,2022,Mayurbhanj,8.64,Wheat,Yes,51.85,Irrigated,Owned,Clay Loam,Contract Buyer,501824.11,39.54,-14.22,0.768,0,833.68
F03923,2023,Cuttack,6.16,Soybean,No,87.41,Irrigated,Owned,Black,APMC,382302.36,0.07,-5.14,0.622,0,796.13
F03924,2023,Ganjam,3.21,Rice,Yes,65.16,Irrigated,Tenant,Sandy Loam,Local Trader,213677.3,15.46,5.82,0.799,1,390.11
F03925,2022,Balasore,8.73,Sugarcane,Yes,63.88,Rainfed,Owned,Red,FPO,232666.84,29.88,-9.12,0.627,0,804.22
F03926,2023,Ganjam,8.7,Rice,Yes,83.76,Irrigated,Owned,Red,Contract Buyer,255209.96,7.91,1.43,0.682,0,912.14
F03927,2022,Cuttack,10.53,Rice,Yes,51.23,Rainfed,Tenant,Red,Local Trader,610884.17,16.77,19.7,0.562,0,849.04
F03928,2022,Ganjam,15.94,Millets,Yes,60.43,Irrigated,Owned,Red,Contract Buyer,434216.89,35.25,19.81,0.743,0,882.64
F03929,2024,Mayurbhanj,13.78,Millets,No,85.41,Rainfed,Owned,Sandy Loam,FPO,307968.71,9.05,16.41,0.643,0,875.4
F03930,2023,Ganjam,4.5,Sugarcane,No,61.83,Irrigated,Owned,Sandy Loam,FPO,606500.91,4.22,17.27,0.435,0,678.45
F03931,2023,Cuttack,14.72,Maize,Yes,100,Irrigated,Owned,Laterite,Contract Buyer,134046.95,37.99,19.93,0.583,0,968.06
F03932,2022,Cuttack,15.52,Millets,Yes,94.31,Rainfed,Owned,Laterite,Contract Buyer,453149.92,35.39,-16.79,0.46,0,969.75
F03933,2024,Mayurbhanj,17.81,Soybean,Yes,87.4,Irrigated,Owned,Black,FPO,499371.09,33.62,23.32,0.546,0,929.51
F03934,2023,Bhadrak,15.73,Sugarcane,No,53.8,Rainfed,Owned,Laterite,Local Trader,615957.69,21.95,-21.15,0.547,0,735.67
F03935,2022,Balasore,17.58,Soybean,No,75.2,Rainfed,Tenant,Alluvial,Contract Buyer,94427.37,1.21,-14.36,0.5,0,818.68
F03936,2024,Balasore,5.36,Sugarcane,Yes,65.18,Irrigated,Owned,Red,APMC,606277.54,41.89,-5.68,0.536,0,788.22
F03937,2022,Ganjam,13.42,Wheat,No,73.26,Rainfed,Owned,Clay Loam,Local Trader,474464.82,9.73,-2.87,0.606,0,820.49
F03938,2023,Ganjam,3.7,Soybean,Yes,47.92,Rainfed,Owned,Alluvial,FPO,475300.18,24.6,0.89,0.56,1,344.86
F03939,2022,Cuttack,10.48,Sugarcane,Yes,57.52,Rainfed,Tenant,Laterite,Local Trader,366866.31,29.48,24.59,0.509,0,797.0
F03940,2024,Mayurbhanj,10.93,Rice,Yes,60.13,Rainfed,Owned,Sandy Loam,FPO,417793.21,21.5,-27.48,0.558,0,888.82
F03941,2023,Puri,8.5,Rice,Yes,92.01,Rainfed,Owned,Red,Contract Buyer,231956.26,0.99,0.86,0.454,0,930.32
F03942,2022,Balasore,6.17,Rice,Yes,72.38,Irrigated,Owned,Sandy Loam,APMC,439560.0,30.22,-16.07,0.785,0,851.54
F03943,2024,Puri,9.79,Sugarcane,Yes,100,Rainfed,Owned,Clay Loam,APMC,350208.92,19.63,-13.72,0.599,0,909.62
F03944,2024,Ganjam,14.77,Sugarcane,Yes,81.09,Irrigated,Owned,Clay Loam,APMC,319035.36,10.33,-5.99,0.643,1,444.38
F03945,2022,Puri,10.87,Sugarcane,Yes,79.37,Rainfed,Owned,Red,Contract Buyer,180004.32,9.6,8.54,0.465,1,430.26
F03946,2022,Balasore,4.47,Cotton,Yes,50.49,Irrigated,Owned,Black,FPO,486935.42,20.87,-6.25,0.546,0,753.69
F03947,2024,Bhadrak,9.45,Rice,Yes,46.91,Irrigated,Owned,Alluvial,FPO,176114.77,16.35,-5.83,0.506,1,408.75
F03948,2022,Puri,10.36,Maize,Yes,67.99,Rainfed,Owned,Clay Loam,APMC,374726.62,40.0,-30.67,0.611,1,451.01
F03949,2023,Ganjam,12.93,Sugarcane,No,53.96,Rainfed,Owned,Red,Contract Buyer,295489.19,25.96,-23.79,0.576,0,722.76
F03950,2022,Ganjam,14.51,Millets,Yes,84.9,Rainfed,Owned,Alluvial,FPO,629961.68,34.73,-9.16,0.569,0,935.15
F03951,2023,Balasore,12.41,Rice,No,78.17,Rainfed,Owned,Black,FPO,605208.79,20.88,-3.05,0.595,0,837.14
F03952,2022,Mayurbhanj,10.09,Maize,No,32.74,Rainfed,Owned,Sandy Loam,FPO,306666.0,17.65,23.61,0.276,1,281.8
F03953,2024,Balasore,15.62,Millets,No,70.0,Rainfed,Owned,Clay Loam,FPO,293070.33,27.95,24.86,0.722,0,838.91
F03954,2022,Cuttack,9.61,Soybean,Yes,94.93,Irrigated,Tenant,Sandy Loam,Local Trader,135883.9,4.5,-14.23,0.747,0,916.72
F03955,2022,Ganjam,16.45,Rice,Yes,85.58,Irrigated,Owned,Clay Loam,APMC,520175.81,4.24,13.89,0.511,0,929.99
F03956,2024,Ganjam,17.2,Wheat,Yes,69.5,Rainfed,Owned,Laterite,Contract Buyer,156334.1,30.78,35.32,0.556,0,924.78
F03957,2022,Cuttack,15.05,Soybean,Yes,47.68,Irrigated,Owned,Clay Loam,APMC,132244.04,40.91,21.17,0.585,0,842.43
F03958,2023,Balasore,7.78,Wheat,No,59.99,Rainfed,Owned,Red,FPO,492293.22,37.79,-15.58,0.661,0,766.74
F03959,2024,Puri,3.98,Cotton,Yes,57.18,Irrigated,Owned,Red,Local Trader,525476.14,18.91,-4.43,0.543,0,775.32
F03960,2023,Ganjam,1.71,Soybean,Yes,51.1,Rainfed,Tenant,Sandy Loam,FPO,152400.61,13.3,17.41,0.449,0,769.01
F03961,2024,Puri,11.23,Wheat,Yes,100,Rainfed,Tenant,Red,FPO,626792.39,15.61,-1.74,0.421,0,980
F03962,2024,Ganjam,13.97,Soybean,Yes,42.62,Irrigated,Owned,Alluvial,Local Trader,383760.18,20.47,-6.56,0.603,0,842.02
F03963,2022,Balasore,13.78,Rice,No,49.32,Irrigated,Owned,Sandy Loam,Contract Buyer,603390.18,14.26,7.92,0.591,0,766.64
F03964,2024,Mayurbhanj,4.2,Wheat,Yes,68.24,Irrigated,Owned,Clay Loam,Contract Buyer,439895.79,21.1,4.33,0.534,0,843.55
F03965,2024,Puri,15.47,Maize,Yes,47.45,Irrigated,Owned,Black,Local Trader,587270.62,17.22,-14.23,0.637,0,849.87
F03966,2022,Cuttack,9.09,Maize,Yes,49.38,Rainfed,Owned,Sandy Loam,APMC,624461.56,14.43,-15.68,0.516,0,823.47
F03967,2022,Mayurbhanj,6.06,Soybean,No,65.41,Rainfed,Owned,Sandy Loam,Contract Buyer,433042.5,35.35,1.85,0.61,0,729.63
F03968,2023,Mayurbhanj,17.34,Cotton,No,72.45,Rainfed,Owned,Laterite,FPO,268143.54,23.98,-1.07,0.431,0,774.64
F03969,2022,Mayurbhanj,16.41,Wheat,Yes,38.59,Rainfed,Tenant,Clay Loam,Local Trader,245762.12,29.7,13.88,0.695,0,837.62
F03970,2023,Bhadrak,6.75,Sugarcane,Yes,43.82,Irrigated,Owned,Clay Loam,Contract Buyer,475344.86,1.82,-3.27,0.711,0,754.36
F03971,2023,Ganjam,17.42,Rice,No,63.08,Rainfed,Tenant,Red,Contract Buyer,413380.82,17.61,16.67,0.69,0,798.55
F03972,2024,Mayurbhanj,9.96,Sugarcane,Yes,97.4,Irrigated,Owned,Alluvial,Local Trader,593677.08,5.38,-11.38,0.583,0,905.77
F03973,2023,Ganjam,2.67,Soybean,Yes,68.75,Rainfed,Owned,Sandy Loam,Contract Buyer,481015.84,40.95,-23.18,0.587,1,376.99
F03974,2022,Ganjam,6.19,Rice,No,83.18,Irrigated,Owned,Sandy Loam,Contract Buyer,212343.33,2.46,36.53,0.571,0,790.0
F03975,2024,Balasore,6.91,Soybean,No,100,Rainfed,Owned,Clay Loam,FPO,493189.42,1.81,-3.52,0.637,0,838.99
F03976,2023,Ganjam,15.24,Millets,Yes,84.88,Irrigated,Owned,Sandy Loam,FPO,93494.02,34.3,-1.3,0.6,0,950.76
F03977,2024,Ganjam,7.51,Cotton,Yes,97.28,Rainfed,Owned,Laterite,FPO,591703.37,35.17,15.9,0.547,0,894.58
F03978,2023,Cuttack,17.0,Wheat,Yes,83.09,Irrigated,Owned,Alluvial,Local Trader,409369.92,37.08,-9.76,0.327,0,941.49
F03979,2024,Cuttack,9.98,Maize,Yes,75.03,Rainfed,Owned,Alluvial,FPO,631660.16,8.81,-5.96,0.613,0,898.03
F03980,2022,Bhadrak,13.23,Millets,No,53.99,Rainfed,Owned,Alluvial,Contract Buyer,466255.77,6.75,-0.76,0.523,0,797.72
F03981,2024,Mayurbhanj,10.41,Maize,No,76.5,Irrigated,Owned,Black,Contract Buyer,125139.31,18.1,13.51,0.506,0,815.07
F03982,2023,Ganjam,8.32,Rice,Yes,83.48,Rainfed,Owned,Laterite,FPO,516084.31,6.38,12.23,0.278,0,911.92
F03983,2024,Mayurbhanj,13.32,Cotton,No,73.87,Irrigated,Tenant,Laterite,FPO,385290.46,3.29,-1.58,0.577,0,791.31
F03984,2023,Balasore,13.11,Maize,No,67.14,Irrigated,Tenant,Clay Loam,Contract Buyer,278865.25,7.94,-6.21,0.712,0,811.48
F03985,2022,Ganjam,7.12,Cotton,Yes,68.42,Irrigated,Owned,Black,FPO,404613.23,15.76,-24.77,0.223,0,823.32
F03986,2022,Mayurbhanj,8.47,Soybean,Yes,82.3,Rainfed,Tenant,Clay Loam,APMC,514080.12,17.08,5.24,0.567,0,886.51
F03987,2024,Puri,3.98,Rice,No,87.68,Rainfed,Owned,Red,Contract Buyer,362948.54,11.09,1.8,0.335,1,361.97
F03988,2023,Mayurbhanj,8.16,Wheat,Yes,88.4,Irrigated,Owned,Black,FPO,88624.64,34.32,-21.77,0.472,0,922.36
F03989,2022,Puri,8.7,Millets,Yes,71.6,Irrigated,Tenant,Black,Local Trader,302498.1,4.59,-7.8,0.442,0,894.14
F03990,2022,Puri,12.54,Cotton,Yes,81.4,Irrigated,Owned,Sandy Loam,APMC,108273.97,10.26,2.66,0.365,0,892.5
F03991,2023,Bhadrak,11.06,Cotton,No,62.47,Rainfed,Owned,Red,APMC,618901.94,16.65,-11.38,0.347,0,750.16
F03992,2022,Ganjam,10.16,Soybean,Yes,73.72,Irrigated,Owned,Alluvial,FPO,250075.57,3.09,-6.94,0.487,0,875.24
F03993,2022,Ganjam,11.61,Wheat,Yes,17.74,Rainfed,Owned,Laterite,Contract Buyer,108697.36,40.46,12.42,0.595,1,352.14
F03994,2024,Bhadrak,14.51,Wheat,No,48.19,Rainfed,Owned,Clay Loam,Contract Buyer,454173.66,28.53,-3.24,0.486,0,788.96
F03995,2022,Bhadrak,10.22,Soybean,Yes,77.37,Irrigated,Owned,Black,Contract Buyer,400874.2,19.14,31.78,0.591,0,889.1
F03996,2022,Ganjam,12.48,Millets,No,26.91,Irrigated,Owned,Laterite,FPO,312592.99,36.88,-12.78,0.587,0,728.74
F03997,2022,Cuttack,11.6,Sugarcane,Yes,73.11,Irrigated,Tenant,Laterite,FPO,473144.51,21.55,-3.63,0.477,0,854.01
F03998,2024,Balasore,15.41,Sugarcane,Yes,77.15,Irrigated,Owned,Clay Loam,FPO,241907.98,27.75,-9.54,0.413,0,878.51
F03999,2022,Puri,7.93,Sugarcane,Yes,92.01,Irrigated,Tenant,Red,Local Trader,172853.3,12.99,35.56,0.651,0,862.65
F04000,2023,Balasore,11.76,Millets,Yes,45.21,Rainfed,Owned,Sandy Loam,APMC,317465.94,19.86,23.23,0.466,0,858.24
F04001,2024,Ganjam,12.46,Wheat,No,56.71,Rainfed,Owned,Red,Local Trader,397097.15,10.1,-18.95,0.5,1,375.86
F04002,2023,Mayurbhanj,12.83,Cotton,No,66.34,Irrigated,Tenant,Sandy Loam,FPO,554964.49,25.43,13.52,0.739,0,775.36
F04003,2024,Ganjam,14.08,Wheat,No,83.64,Rainfed,Owned,Red,FPO,347556.03,0.57,-12.89,0.449,0,872.79
F04004,2022,Balasore,4.61,Wheat,No,75.55,Irrigated,Owned,Laterite,APMC,145324.98,2.79,-10.99,0.715,0,760.48
F04005,2023,Bhadrak,14.67,Sugarcane,Yes,44.51,Rainfed,Owned,Black,FPO,353108.11,18.03,0.76,0.598,0,794.74
F04006,2024,Ganjam,7.82,Cotton,No,49.74,Irrigated,Owned,Laterite,APMC,314215.63,37.49,1.1,0.547,0,707.48
F04007,2023,Mayurbhanj,3.55,Millets,Yes,58.44,Rainfed,Owned,Black,Local Trader,372730.45,23.1,12.09,0.456,0,825.44
F04008,2022,Bhadrak,10.81,Soybean,Yes,50.74,Irrigated,Owned,Alluvial,Contract Buyer,621670.37,26.47,6.94,0.49,0,835.15
F04009,2022,Balasore,15.81,Millets,Yes,60.08,Irrigated,Owned,Black,FPO,569212.05,35.06,-7.11,0.855,1,456.21
F04010,2023,Ganjam,6.6,Rice,Yes,66.72,Rainfed,Tenant,Laterite,Contract Buyer,555482.48,34.12,-6.62,0.793,0,858.73
F04011,2023,Cuttack,7.23,Millets,No,63.47,Rainfed,Owned,Clay Loam,Local Trader,477883.38,15.21,11.83,0.49,0,779.75
F04012,2022,Balasore,12.39,Rice,Yes,50.45,Rainfed,Owned,Alluvial,FPO,287987.84,31.18,-6.23,0.561,1,424.69
F04013,2023,Mayurbhanj,5.58,Soybean,Yes,73.34,Irrigated,Owned,Red,FPO,411186.36,24.5,-17.71,0.517,0,842.35
F04014,2022,Puri,7.12,Soybean,No,70.21,Irrigated,Tenant,Sandy Loam,APMC,489597.79,1.56,-4.08,0.536,0,758.7
F04015,2023,Ganjam,8.19,Cotton,Yes,59.18,Irrigated,Tenant,Clay Loam,FPO,634438.46,11.04,11.9,0.539,0,810.95
F04016,2022,Balasore,3.1,Maize,Yes,94.37,Irrigated,Tenant,Sandy Loam,Contract Buyer,214380.25,26.63,5.39,0.448,0,859.99
F04017,2022,Mayurbhanj,13.53,Wheat,Yes,34.3,Irrigated,Owned,Red,APMC,95390.92,1.01,12.43,0.598,1,393.1
F04018,2024,Cuttack,8.24,Millets,Yes,68.22,Rainfed,Owned,Alluvial,Local Trader,174859.52,8.3,13.27,0.529,1,468.34
F04019,2022,Cuttack,2.84,Millets,No,73.17,Rainfed,Tenant,Black,APMC,252415.61,31.7,-6.51,0.63,0,741.26
